"","id","income","km_daily","age","experience","company","bonus"
"1",1,89493.8295743359,30.319311041648,37.7533344592562,26.3292683769806,"RedJek",40059.7059394974
"2",2,93413.5309550209,30.629022050622,35.2697466193088,24.7295746994175,"RedJek",39992.1526213923
"3",3,97871.8623677857,47.5855617287492,37.476035175675,31.1288160242434,"RedJek",39974.3185431317
"4",4,75114.5993687508,45.7927261355998,52.6173581573482,31.2192746486734,"RedJek",40005.7371195838
"5",5,99972.6659046647,48.1678498926432,35.2367070162941,30.4018614841379,"BluJek",60129.0670477777
"6",6,96923.4385533785,36.4258475116948,35.4321623676436,29.0289730901141,"BluJek",59874.7546643406
"7",7,94238.8115400358,38.7757498352126,31.6183643694123,30.3796053182653,"RedJek",39986.605460037
"8",8,102335.449979595,38.67261894756,27.148188323049,32.0451404621464,"RedJek",39885.9794804798
"9",9,100628.127134692,46.3853434952769,36.33560589638,29.0539524612695,"RedJek",39970.7806951503
"10",10,104751.604114908,65.2674869790419,35.395157913113,32.5913458516944,"BluJek",60025.3647142465
"11",11,97291.3029999591,49.4156393753941,36.7774388221198,32.1390113225447,"RedJek",40065.5000293835
"12",12,90634.0866454716,43.2294706770406,38.6882603805461,28.2141514782099,"BluJek",60134.0185803121
"13",13,105094.074131231,77.2340271279776,40.4941313546098,40.523482886892,"RedJek",40015.6473403809
"14",14,112775.519444127,43.7224443462973,22.0997025772631,33.4293548761353,"BluJek",60014.0590184673
"15",15,104693.169189571,58.7993137545845,34.7114519877239,35.884154364927,"RedJek",39894.9409229037
"16",16,98729.1477649829,41.7957943407693,30.7182798104122,32.0308613077585,"RedJek",40169.8313109072
"17",17,109651.285796326,45.2762963384635,27.9230185788218,32.597841158722,"BluJek",60089.7207974524
"18",18,99681.7117037548,42.2486789867726,31.5621784546848,27.2753664502824,"BluJek",60086.0660121899
"19",19,97648.2794165668,27.9109799812621,25.3199015666461,27.3872204048217,"BluJek",60061.3184839417
"20",20,108909.684312885,76.6784996391827,40.6454897423068,39.7085951583468,"RedJek",39918.6217014884
"21",21,100039.869078693,53.2351079600358,40.7408765299449,32.7638400910722,"RedJek",39938.5399108183
"22",22,111150.479032533,70.4421280827466,38.6347049151093,37.4381358713218,"BluJek",60104.2969324243
"23",23,105344.401838275,57.2444391987828,35.4043571065272,36.0783715458987,"BluJek",60062.3666181947
"24",24,97672.826481442,46.6005156296072,32.3534283548763,32.3340075055509,"BluJek",59977.0697971942
"25",25,115790.161811254,66.053214706743,30.5106264809151,35.951959241508,"BluJek",60071.6964687876
"26",26,89061.990992782,40.4287055720509,39.7869012674805,30.2008827014971,"RedJek",39960.2243820443
"27",27,93304.3785897886,56.6856573367254,40.9727326699576,34.3963970610555,"BluJek",59880.1771830314
"28",28,97202.4045498308,39.5248774552078,32.5400205284488,25.5501743501193,"RedJek",39978.2158947442
"29",29,100771.456646849,32.8686184112809,25.4371387005991,28.3098868946274,"BluJek",59999.6578979135
"30",30,110729.513641297,43.3772992273131,21.157727448745,32.0430314784086,"BluJek",60107.0566593881
"31",31,93390.7312734607,46.5039236621426,33.2361089021627,29.472198143971,"RedJek",39970.2826442858
"32",32,94844.3342137195,40.7222817278685,34.4681043810247,30.8748213109547,"RedJek",39921.8077088268
"33",33,103726.908111672,60.6628918257832,38.9981410076167,36.1234885189348,"RedJek",40136.6578206717
"34",34,90114.6673032095,39.2461041024633,37.3432424000785,30.755628447947,"RedJek",39817.6691216005
"35",35,106840.113766925,70.796133146765,38.2562092084697,35.7625724167203,"RedJek",40017.1343665675
"36",36,111267.302700095,66.7577009601793,35.5218267548937,39.7928291338223,"RedJek",40023.8602234932
"37",37,108339.74592212,50.5225666395437,29.4806990345801,35.4151662169125,"RedJek",39900.4167003466
"38",38,103836.525514491,69.0871607086114,36.1807814196813,37.4672665758794,"RedJek",40051.2562465863
"39",39,97660.367033719,30.6609421211003,29.3027750787409,25.9641806058483,"RedJek",39852.9219659126
"40",40,97187.4813822914,54.0729864173127,40.2124858175014,31.1652637291755,"RedJek",40076.5028299784
"41",41,97332.6962296622,49.347137263082,36.4093300487022,31.7120383000338,"RedJek",39889.6599186411
"42",42,96644.9593157071,53.5195078355453,37.0254902118399,31.1179718491066,"RedJek",39956.3375812735
"43",43,99029.6994810127,64.7820169761649,40.7034550649272,32.8832465152019,"RedJek",39832.2307211427
"44",44,102544.899916972,44.2033658016982,30.3934839372242,27.9691783344246,"RedJek",40087.7970454895
"45",45,108032.164093305,62.1181258940983,32.0218884050291,32.9973300536914,"BluJek",60104.9725093526
"46",46,86580.6134020657,45.5521003390567,46.5049757219594,32.5012799274185,"RedJek",39919.5527320484
"47",47,95921.2051742625,55.9889105941741,44.8756108088548,35.4231106349152,"RedJek",40043.0942633534
"48",48,89938.4623033053,39.6490042976603,44.8842027226356,28.1494732603025,"RedJek",39845.5694727728
"49",49,91901.4548188038,52.6205620056921,44.0797271188616,37.0828738712512,"BluJek",59822.3079396808
"50",50,96682.7845837652,50.1887679941861,40.2221650440797,31.4071223898325,"BluJek",59969.4448671572
"51",51,96608.036861985,38.9215713433164,33.0341477272283,28.6467690643259,"RedJek",40108.1128664126
"52",52,94492.436809979,43.692471319712,35.8335710117808,31.8058978910888,"BluJek",59858.7984431368
"53",53,107767.407552902,50.9385262750974,36.047551710044,33.0714343771124,"RedJek",39997.9839349796
"54",54,106341.365091227,31.4297103290375,28.3466328911705,25.6491342426215,"BluJek",59994.213898203
"55",55,81925.4787768485,48.4522402428836,42.5808128323491,32.9637081152996,"RedJek",39954.5632173744
"56",56,109919.829161222,52.0416032429409,27.6885766611811,35.8025525259648,"RedJek",40190.7319559594
"57",57,100164.648741426,56.2718551488983,36.9649195819403,29.7591994663262,"BluJek",60179.8525552087
"58",58,113480.65843138,42.8150264019377,18.5156825572315,33.5753502632978,"RedJek",39908.3501311103
"59",59,100356.284262143,40.547913624706,31.0073254720768,29.4192554962513,"RedJek",40089.4698521666
"60",60,96355.6534033661,39.7879831633191,33.3148314842866,31.4582427585636,"BluJek",60023.9020823649
"61",61,107324.37691569,54.8359936397972,32.2578899233276,30.8884966627204,"BluJek",60113.9132563713
"62",62,106547.170430784,63.0158918894407,33.4855829397478,34.5141952704879,"RedJek",40071.763780956
"63",63,96873.7086325526,50.3763349912587,38.2085580373892,33.3212985908083,"RedJek",40125.8427635968
"64",64,101079.682681985,61.1033487929704,40.7999695853219,37.2432508753611,"RedJek",39957.5308162526
"65",65,81365.7721058768,17.2223834989661,37.1884778670006,26.2738838002016,"RedJek",39956.1194947564
"66",66,109425.89808969,68.1626186420805,36.099843371178,34.9048059762345,"BluJek",60065.6191543289
"67",67,100491.447269309,50.3281322320793,38.0299080221322,33.4864475845497,"RedJek",39973.5782437393
"68",68,108202.471282874,79.147255236193,38.1896165795314,39.1891564451807,"RedJek",40000.2221772902
"69",69,96622.1671751727,63.1441686677361,45.6043263171398,34.1256371364139,"BluJek",59902.6855728913
"70",70,99866.4669178228,51.9672569794217,38.1582855552256,30.9739688297444,"RedJek",40003.2560500273
"71",71,120101.84259946,59.5924272354219,25.9802966983754,32.8095135001309,"BluJek",60120.9914000537
"72",72,93312.3231763339,37.2979720581827,38.2358048752158,31.0770458285077,"RedJek",39916.8243919863
"73",73,97161.3444842409,51.5411020151052,35.9814262850854,34.8006460920996,"RedJek",40099.8608310002
"74",74,109261.715546316,53.4985345872259,29.135299991507,33.5204471139931,"RedJek",40058.1271399192
"75",75,107014.988615794,61.4002989139048,32.616947859572,34.9745363757685,"BluJek",59850.6535956541
"76",76,98909.0034599716,52.064605255857,33.4531475457179,33.8824950210116,"RedJek",40083.0941937055
"77",77,103876.896457487,47.8818598764973,31.0491525462996,29.3492059599605,"BluJek",59972.0655309054
"78",78,96485.6304790057,48.6960344472595,35.0550032887787,33.0862605486326,"RedJek",40002.1713482113
"79",79,96305.2719882592,55.5314923479022,39.5455476702897,34.1305561826043,"RedJek",39949.1358131602
"80",80,86299.0589061097,53.0302282901636,49.4765002279539,32.123562251791,"RedJek",40082.401570015
"81",81,111969.505195375,48.0547931630258,30.2065606083869,33.3403501383067,"BluJek",60101.0263843353
"82",82,97275.2650866164,59.1919926301879,40.8266300684855,33.4283036441833,"BluJek",59903.7329658381
"83",83,101617.533685029,40.7928563928031,26.8249115054134,30.463837001955,"BluJek",60239.7486032869
"84",84,104028.610471166,69.1824385054976,40.0667932523674,38.3916291023886,"BluJek",60025.3217365584
"85",85,107479.846461559,59.1703047401839,32.7854510787809,37.5141116632118,"RedJek",39828.7301445982
"86",86,85558.3509095445,38.4122939202954,39.3695189882714,27.9230294785918,"RedJek",39834.3107577045
"87",87,92421.8912027711,45.1929390184351,42.9371309063569,33.1834564848359,"BluJek",60067.1200166558
"88",88,89509.965141316,26.9188092302175,27.4048107374757,28.673335565586,"RedJek",40065.2129370974
"89",89,103805.438786226,69.8321732848431,40.5575714069932,35.3487517452155,"RedJek",39888.0641839531
"90",90,89057.0535575674,33.6143920005682,38.1511986653766,28.8690795660792,"RedJek",40126.1271361371
"91",91,101929.711885266,44.1235611503102,31.8921451643308,30.9454082569238,"BluJek",59985.2449118562
"92",92,105853.328527611,76.1358741552863,42.6948836232139,40.9964863632432,"RedJek",40144.2465086996
"93",93,98349.6234350683,76.8223484174032,44.7214309250174,39.3402511660008,"RedJek",39836.5535363465
"94",94,98039.6596279883,52.3387471344996,41.8269619133281,31.2756059185613,"BluJek",60036.6992502549
"95",95,111008.378160951,57.389518691369,30.9136982702493,36.7758359233151,"RedJek",40100.9508344769
"96",96,109100.695479583,43.0246419173629,23.6348506938683,28.5599157838774,"BluJek",59932.9245942557
"97",97,89369.4261486744,53.5573226009733,43.0265385611422,32.3712653811416,"BluJek",60115.8710806449
"98",98,108522.140756454,60.9834129338243,30.3380801322011,32.7533922051215,"RedJek",39925.5935936396
"99",99,98536.1340747136,59.9951531923772,40.256393328803,35.8209989087926,"BluJek",60079.5322025773
"100",100,103039.938466326,53.3037017597805,34.1209629883039,30.9278083669864,"RedJek",40059.4762288118
"101",101,116014.601702299,57.5896485927221,22.4641433506378,36.336137551093,"RedJek",40019.6168553375
"102",102,91106.3144316749,42.3040418021447,37.698212227105,27.9652652945838,"RedJek",40095.9018450725
"103",103,99851.067565831,63.2831717684961,41.1484590394258,39.1510932040819,"BluJek",60112.7664760048
"104",104,106029.42478802,41.7720569914314,29.6719043243083,30.4338418938585,"RedJek",40100.5829799527
"105",105,93275.1381582894,10.4208661423944,24.6402301969344,22.9648998592681,"RedJek",39933.6690198677
"106",106,100695.352226696,54.9500018036888,36.2552371544515,34.0940488829457,"BluJek",59911.7614388369
"107",107,93155.373504612,52.0886380637856,38.2876322838006,33.1955456162225,"RedJek",40191.1791480405
"108",108,105372.17242124,37.8613688584906,30.3107964122259,30.1808388980468,"RedJek",39987.6657576698
"109",109,102329.631127045,51.8383472174364,34.7255653045775,34.0614233992504,"RedJek",40085.1654419957
"110",110,89503.3377549908,43.5758899727692,37.8571567818843,30.3375058342555,"BluJek",59871.2396203755
"111",111,93485.3851921743,27.4213555554797,32.052974281122,26.283263699118,"BluJek",60124.2898593287
"112",112,102057.909269239,45.5385231802806,31.3976490304286,28.4473092620043,"RedJek",39964.3421419707
"113",113,88689.9472988213,67.3453849536086,48.2572656574982,36.1168532730184,"RedJek",40119.4320459478
"114",114,103829.69223324,36.3484907445881,26.1125264499304,28.8275927697687,"BluJek",59924.2485082237
"115",115,99987.5218756077,36.0208503199632,32.7773233416877,28.6372235819366,"RedJek",40135.2035123623
"116",116,105836.692703584,58.3964655519344,33.9230987518486,31.9862327395735,"RedJek",40084.2104090893
"117",117,101417.842865071,49.1818761744144,38.4291575648968,32.6437056145464,"BluJek",60082.3175355201
"118",118,94333.4489735765,49.262573278933,37.7736486534177,31.5389436997842,"RedJek",40064.9561315876
"119",119,101255.715781122,51.8399002018693,39.2368639221221,32.7741894761274,"RedJek",40059.8586552436
"120",120,94874.8980727739,48.3727176508326,36.8134104769153,31.1941267469206,"RedJek",40093.1971110023
